,appName,coreF,memF,argNo,kernel,time/ms,blocks,warps,achieved_occupancy,warp_execution_efficiency,sm_activity,eligible_warps_per_cycle,branch_efficiency,cf_executed,gld_throughput,gld_transactions,gld_transactions_per_request,gst_throughput,gst_transactions,gst_transactions_per_request,global_hit_rate,dram_read_transactions,dram_read_throughput,dram_write_transactions,dram_write_throughput,l2_read_transactions,l2_read_throughput,l2_write_transactions,l2_write_throughput,shared_load_transactions,shared_load_throughput,shared_load_transactions_per_request,shared_store_transactions,shared_store_throughput,shared_store_transactions_per_request,l2_tex_read_throughput,l2_tex_read_transactions,l2_tex_write_throughput,l2_tex_write_throughput.1,tex_cache_hit_rate,tex_cache_throughput,tex_cache_transactions,flop_count_dp,flop_count_dp_fma,flop_count_sp,flop_count_sp_fma,flop_count_sp_special,inst_integer,inst_fp_32,inst_fp_64,inst_executed,inst_per_warp,executed_ipc,power/W
53,backpropBackward,1900,4500,input00,bpnn_adjust_weights_cuda,0.9805200000000001,(1 32768 1) (16 16 1),262144.0,0.9680709999999999,1.0,0.9965,0.309557,1.0,262145,146.33,14811161,8.07142,62.31100000000001,2621446,4.999992,0.5841,2293873,54.536,2228280,52.538999999999994,6160703,146.37,2621734,62.287,0,0.0,0.0,0,0.0,0.0,146.42,6160399,62.306999999999995,62.287,0.5563,174.41,7340042,75497584,16777248,0.0,0,0,184549488.0,0,58720336,15204379,58.000103,0.290154,155.88753
54,backpropBackward,1900,5000,input00,bpnn_adjust_weights_cuda,0.98034,(1 32768 1) (16 16 1),262144.0,0.9680690000000001,1.0,0.9964,0.311039,1.0,262145,150.71,14811161,8.07142,64.126,2621446,4.999992,0.5841,2293850,56.121,2226679,54.481,6160691,150.75,2622026,64.15899999999999,0,0.0,0.0,0,0.0,0.0,150.69,6160399,64.122,64.122,0.5563,179.55,7340042,75497584,16777248,0.0,0,0,184549488.0,0,58720336,15204379,58.000103,0.290193,161.70896000000005
55,backpropBackward,1900,5500,input00,bpnn_adjust_weights_cuda,0.97551,(1 32768 1) (16 16 1),262144.0,0.9679709999999999,1.0,0.9964,0.311201,1.0,262145,150.69,14811161,8.07142,64.115,2621446,4.999992,0.5841,2293835,56.12,2227288,54.111999999999995,6160661,150.71,2621467,64.128,0,0.0,0.0,0,0.0,0.0,150.71,6160399,64.13,64.124,0.5563,179.55,7340042,75497584,16777248,0.0,0,0,184549488.0,0,58720336,15204379,58.000103,0.290679,167.07193000000004
56,backpropBackward,2000,4000,input00,bpnn_adjust_weights_cuda,0.95199,(1 32768 1) (16 16 1),262144.0,0.968775,1.0,0.9959,0.310305,1.0,262145,197.33,14811161,8.07142,83.98,2621446,4.999992,0.5841,2293808,72.985,2226713,54.818999999999996,6160641,153.3,2621463,65.23,0,0.0,0.0,0,0.0,0.0,153.33,6160399,65.245,65.245,0.5563,182.69,7340042,75497584,16777248,0.0,0,0,184549488.0,0,58720336,15204379,58.000103,0.291099,159.70594
57,backpropBackward,2000,4500,input00,bpnn_adjust_weights_cuda,0.92939,(1 32768 1) (16 16 1),262144.0,0.968115,1.0,0.9964,0.31167,1.0,262145,153.3,14811161,8.07142,65.248,2621446,4.999992,0.5841,2293891,57.07,2228016,55.463,6160636,153.33,2621911,65.256,0,0.0,0.0,0,0.0,0.0,153.37,6160399,65.263,65.275,0.5563,182.77,7340042,75497584,16777248,0.0,0,0,184549488.0,0,58720336,15204379,58.000103,0.291164,163.31425
58,backpropBackward,2000,5000,input00,bpnn_adjust_weights_cuda,0.9298700000000001,(1 32768 1) (16 16 1),262144.0,0.968103,1.0,0.9964,0.311632,1.0,262145,153.34,14811161,8.07142,65.283,2621446,4.999992,0.5841,2319976,57.36600000000001,2226352,55.051,6177975,153.8,2621471,65.249,0,0.0,0.0,0,0.0,0.0,153.41,6160399,65.278,65.28,0.5563,182.79,7340042,75497584,16777248,0.0,0,0,184549488.0,0,58720336,15204379,58.000103,0.29096,167.06287000000003
59,backpropBackward,2000,5500,input00,bpnn_adjust_weights_cuda,0.94314,(1 32768 1) (16 16 1),262144.0,0.968282,1.0,0.996,0.310485,1.0,262145,198.7,14811161,8.07142,84.561,2621446,4.999992,0.5841,2304243,74.07,2226424,71.813,6176780,154.12,2621467,65.248,0,0.0,0.0,0,0.0,0.0,153.38,6160399,65.268,65.291,0.5563,182.82,7340042,75497584,16777248,0.0,0,0,184549488.0,0,58720336,15204379,58.000103,0.290978,167.99686999999997
64,backpropForward,1600,4000,input00,bpnn_layerforward_CUDA,0.53113,(1 32768 1) (16 16 1),262144.0,0.962147,0.9265,0.9933,4.949028,1.0,4423680,95.225,3014656,5.75,91.439,1572864,3.0,0.4565,1179717,68.618,1179384,68.626,1638674,87.56700000000001,1572877,84.04299999999999,1769472,378.25,1.0,1277952,273.18,1.0,87.57600000000001,1638400,84.073,84.06299999999999,0.4674,84.06299999999999,1572864,0,0,49807360.0,0,67108864,999817216.0,217579520,0,70189056,267.75,3.0440560000000003,186.39136000000002
65,backpropForward,1600,4500,input00,bpnn_layerforward_CUDA,0.52947,(1 32768 1) (16 16 1),262144.0,0.961987,0.9265,0.9935,4.983318,1.0,4423680,87.723,3014656,5.75,84.24700000000001,1572864,3.0,0.4565,1179704,63.214,1179389,63.203,1638680,87.787,1572877,84.256,1769472,379.09,1.0,1277952,273.81,1.0,87.764,1638400,84.25399999999999,84.24799999999999,0.4674,84.24799999999999,1572864,0,0,49807360.0,0,67108864,999817216.0,217579520,0,70189056,267.75,3.052661,190.89167
66,backpropForward,1600,5000,input00,bpnn_layerforward_CUDA,0.5301,(1 32768 1) (16 16 1),262144.0,0.961993,0.9265,0.9934,4.982601,1.0,4423680,95.60700000000001,3014656,5.75,91.814,1572864,3.0,0.4565,1179718,68.883,1179084,68.862,1638650,87.831,1572883,84.295,1769472,379.31,1.0,1277952,273.93,1.0,87.81299999999999,1638400,84.3,84.295,0.4674,84.295,1572864,0,0,49807360.0,0,67108864,999817216.0,217579520,0,70189056,267.75,3.056362,191.16217
67,backpropForward,1600,5500,input00,bpnn_layerforward_CUDA,0.52892,(1 32768 1) (16 16 1),262144.0,0.9619270000000001,0.9265,0.9933,4.994701999999999,1.0,4423680,95.712,3014656,5.75,91.92399999999999,1572864,3.0,0.4565,1179748,68.975,1179383,63.29600000000001,1638649,87.927,1572881,84.391,1769472,379.72,1.0,1277952,274.27,1.0,87.919,1638400,84.402,84.385,0.4674,84.385,1572864,0,0,49807360.0,0,67108864,999817216.0,217579520,0,70189056,267.75,3.060877,194.35797999999997
60,backpropForward,1700,4000,input00,bpnn_layerforward_CUDA,0.49977,(1 32768 1) (16 16 1),262144.0,0.962084,0.9265,0.9936,4.96465,1.0,4423680,87.34700000000001,3014656,5.75,83.88,1572864,3.0,0.4565,1179698,62.961999999999996,1179433,62.942,1638622,87.406,1572877,83.89399999999999,1769472,377.53,1.0,1277952,272.62,1.0,87.402,1638400,83.906,83.885,0.4674,83.885,1572864,0,0,49807360.0,0,67108864,999817216.0,217579520,0,70189056,267.75,3.04025,192.09385000000003
61,backpropForward,1700,4500,input00,bpnn_layerforward_CUDA,0.50136,(1 32768 1) (16 16 1),262144.0,0.962009,0.9265,0.9932,4.9639940000000005,1.0,4423680,101.27,3014656,5.75,97.244,1572864,3.0,0.4565,1179702,72.961,1179451,62.957,1638657,87.56700000000001,1572881,84.04799999999999,1769472,378.2,1.0,1277952,273.16,1.0,87.553,1638400,84.051,84.05,0.4674,84.05,1572864,0,0,49807360.0,0,67108864,999817216.0,217579520,0,70189056,267.75,3.049809,197.94992999999997
62,backpropForward,1700,5000,input00,bpnn_layerforward_CUDA,0.50173,(1 32768 1) (16 16 1),262144.0,0.961968,0.9265,0.9931,4.975348,1.0,4423680,101.37,3014656,5.75,97.325,1572864,3.0,0.4565,1179713,73.075,1178864,62.989,1638623,87.541,1572877,84.02,1769472,378.04,1.0,1277952,273.02,1.0,87.52799999999999,1638400,84.02600000000001,84.01100000000001,0.4674,84.01100000000001,1572864,0,0,49807360.0,0,67108864,999817216.0,217579520,0,70189056,267.75,3.053769,201.39529
63,backpropForward,1700,5500,input00,bpnn_layerforward_CUDA,0.50022,(1 32768 1) (16 16 1),262144.0,0.961901,0.9265,0.9931,4.989723000000001,1.0,4423680,101.58,3014656,5.75,97.525,1572864,3.0,0.4565,1179742,73.20100000000001,1179446,73.171,1638595,87.62899999999999,1572885,84.105,1769472,378.49,1.0,1277952,273.38,1.0,87.63799999999999,1638400,84.133,84.11200000000001,0.4674,84.11200000000001,1572864,0,0,49807360.0,0,67108864,999817216.0,217579520,0,70189056,267.75,3.059179,200.92627
68,backpropForward,1800,4000,input00,bpnn_layerforward_CUDA,0.47806000000000004,(1 32768 1) (16 16 1),262144.0,0.962192,0.9265,0.993,4.924411,1.0,4423680,106.76,3014656,5.75,102.48,1572864,3.0,0.4565,1179723,76.94,1179396,76.915,1638629,87.351,1572877,83.839,1769472,377.26,1.0,1277952,272.5,1.0,87.36,1638400,83.866,83.86,0.4674,83.86,1572864,0,0,49807360.0,0,67108864,999817216.0,217579520,0,70189056,267.75,3.035161,199.93081999999998
69,backpropForward,1800,4500,input00,bpnn_layerforward_CUDA,0.47721,(1 32768 1) (16 16 1),262144.0,0.962043,0.9265,0.9929,4.9550410000000005,1.0,4423680,107.06,3014656,5.75,102.79,1572864,3.0,0.4565,1179693,77.14,1179456,77.141,1638606,87.492,1572881,83.975,1769472,377.88,1.0,1277952,272.98,1.0,87.49600000000001,1638400,83.99600000000001,83.992,0.4674,83.992,1572864,0,0,49807360.0,0,67108864,999817216.0,217579520,0,70189056,267.75,3.04563,204.01719
70,backpropForward,1800,5000,input00,bpnn_layerforward_CUDA,0.47603999999999996,(1 32768 1) (16 16 1),262144.0,0.962016,0.9265,0.9929,4.965344,1.0,4423680,107.31,3014656,5.75,103.03,1572864,3.0,0.4565,1179704,77.319,1179696,77.327,1638663,87.57,1572881,84.05,1769472,378.26,1.0,1277952,273.22,1.0,87.57700000000001,1638400,84.074,84.07600000000001,0.4674,84.07600000000001,1572864,0,0,49807360.0,0,67108864,999817216.0,217579520,0,70189056,267.75,3.0499389999999997,205.93776
71,backpropForward,1800,5500,input00,bpnn_layerforward_CUDA,0.47448,(1 32768 1) (16 16 1),262144.0,0.9619280000000001,0.9265,0.9929,4.9821,1.0,4423680,107.36,3014656,5.75,103.08,1572864,3.0,0.4565,1179720,77.358,1178750,77.289,1638637,87.664,1572877,84.139,1769472,378.71,1.0,1277952,273.5,1.0,87.661,1638400,84.154,84.15700000000001,0.4674,84.15700000000001,1572864,0,0,49807360.0,0,67108864,999817216.0,217579520,0,70189056,267.75,3.055125,211.56538
72,backpropForward,1900,4000,input00,bpnn_layerforward_CUDA,0.45952,(1 32768 1) (16 16 1),262144.0,0.9622719999999999,0.9265,0.9928,4.907025,1.0,4423680,111.61,3014656,5.75,107.2,1572864,3.0,0.4565,1179692,80.476,1179416,63.229,1638647,87.838,1572881,84.304,1769472,379.38,1.0,1277952,274.04,1.0,87.85700000000001,1638400,84.34200000000001,84.331,0.4674,84.331,1572864,0,0,49807360.0,0,67108864,999817216.0,217579520,0,70189056,267.75,3.029919,205.60468
73,backpropForward,1900,4500,input00,bpnn_layerforward_CUDA,0.45732,(1 32768 1) (16 16 1),262144.0,0.962091,0.9265,0.9929,4.943123,1.0,4423680,112.03,3014656,5.75,107.6,1572864,3.0,0.4565,1179708,80.738,1178826,80.68,1638630,87.98299999999999,1572878,84.445,1769472,380.15,1.0,1277952,274.52,1.0,88.025,1638400,84.50399999999999,84.50399999999999,0.4674,84.50399999999999,1572864,0,0,49807360.0,0,67108864,999817216.0,217579520,0,70189056,267.75,3.042247,205.17207
74,backpropForward,1900,5000,input00,bpnn_layerforward_CUDA,0.45756,(1 32768 1) (16 16 1),262144.0,0.96204,0.9265,0.9928,4.9588019999999995,1.0,4423680,112.25,3014656,5.75,107.75,1572864,3.0,0.4565,1179739,80.875,1179418,80.873,1638612,88.12700000000001,1573156,84.594,1769472,380.55,1.0,1277952,274.89,1.0,88.13600000000001,1638400,84.611,84.613,0.4674,84.613,1572864,0,0,49807360.0,0,67108864,999817216.0,217579520,0,70189056,267.75,3.047611,209.12687000000003
75,backpropForward,1900,5500,input00,bpnn_layerforward_CUDA,0.45571999999999996,(1 32768 1) (16 16 1),262144.0,0.961974,0.9265,0.9928,4.976146,1.0,4423680,112.47,3014656,5.75,108.02,1572864,3.0,0.4565,1179746,81.06,1179695,81.055,1638618,88.199,1572877,84.65299999999999,1769472,380.91,1.0,1277952,275.08,1.0,88.186,1638400,84.65799999999999,84.65100000000001,0.4674,84.65100000000001,1572864,0,0,49807360.0,0,67108864,999817216.0,217579520,0,70189056,267.75,3.053286,217.47214
76,backpropForward,2000,4000,input00,bpnn_layerforward_CUDA,0.43695,(1 32768 1) (16 16 1),262144.0,0.9624379999999999,0.9265,0.9926,4.888683,1.0,4423680,117.27,3014656,5.75,112.61,1572864,3.0,0.4565,1179693,66.02199999999999,1179451,66.025,1638623,91.666,1572881,87.98200000000001,1769472,395.86,1.0,1277952,285.95,1.0,91.665,1638400,87.999,87.96600000000001,0.4674,87.96600000000001,1572864,0,0,49807360.0,0,67108864,999817216.0,217579520,0,70189056,267.75,3.022589,212.26192000000003
77,backpropForward,2000,4500,input00,bpnn_layerforward_CUDA,0.43687,(1 32768 1) (16 16 1),262144.0,0.9622209999999999,0.9265,0.9926,4.934152,1.0,4423680,117.83,3014656,5.75,113.15,1572864,3.0,0.4565,1179742,84.913,1178866,66.119,1638626,91.87200000000001,1572877,88.18,1769472,396.82,1.0,1277952,286.61,1.0,91.868,1638400,88.193,88.184,0.4674,88.184,1572864,0,0,49807360.0,0,67108864,999817216.0,217579520,0,70189056,267.75,3.038754,216.25021000000004
78,backpropForward,2000,5000,input00,bpnn_layerforward_CUDA,0.4381600000000001,(1 32768 1) (16 16 1),262144.0,0.962144,0.9265,0.9925,4.9529559999999995,1.0,4423680,118.07,3014656,5.75,113.39,1572864,3.0,0.4565,1185791,85.53,1178563,66.18,1646336,92.236,1572877,88.29899999999999,1769472,397.31,1.0,1277952,286.97,1.0,91.986,1638400,88.306,88.29700000000001,0.4674,88.29700000000001,1572864,0,0,49807360.0,0,67108864,999817216.0,217579520,0,70189056,267.75,3.04484,219.73185
79,backpropForward,2000,5500,input00,bpnn_layerforward_CUDA,0.4341,(1 32768 1) (16 16 1),262144.0,0.962044,0.9265,0.9925,4.970072,1.0,4423680,118.31,3014656,5.75,113.61,1572864,3.0,0.4565,1186747,85.76899999999999,1178467,85.165,1643076,92.38600000000001,1572885,88.094,1769472,396.55,1.0,1277952,287.33,1.0,92.103,1638400,88.419,88.415,0.4674,88.415,1572864,0,0,49807360.0,0,67108864,999817216.0,217579520,0,70189056,267.75,3.0513689999999998,223.56233
84,binomialOptions,1600,4000,input00,binomialOptionsKernel,46.181999999999995,(1024 1 1) (256 1 1),8192.0,0.949468,0.9997,0.9627,0.31743499999999997,1.0,54239232,12.378,19243008,7.813721000000001,11.009,17106944,6.266317,0.0,5582481,3.5949,13261550,8.5412,19251782,12.382,17111417,11.005,344982528,886.66,1.9934619999999998,175319040,452.07,2.0,12.353,19243008,10.981,11.042,0.0,12.463,19308544,8178892800,2726297600,27276288.0,8392704,4196352,3896252416.0,35668992,5452595200,713354240,87079.0,0.35368,154.13550999999995
85,binomialOptions,1600,4500,input00,binomialOptionsKernel,46.201,(1024 1 1) (256 1 1),8192.0,0.9490290000000001,0.9997,0.9648,0.317461,1.0,54239232,12.407,19243008,7.813721000000001,11.027000000000001,17106944,6.266317,0.0,5583950,3.5949,13295307,8.5765,19252117,12.419,17110215,11.037,344982528,888.27,1.9934619999999998,175319040,453.36,2.0,12.415999999999999,19243008,11.038,11.034,0.0,12.455,19308544,8178892800,2726297600,27276288.0,8392704,4196352,3896252416.0,35668992,5452595200,713354240,87079.0,0.353697,157.05891999999997
86,binomialOptions,1600,5000,input00,binomialOptionsKernel,46.22,(1024 1 1) (256 1 1),8192.0,0.949203,0.9997,0.9603,0.317483,1.0,54239232,12.411,19243008,7.813721000000001,10.965,17106944,6.266317,0.0,5578508,3.593,13284697,8.5942,19252094,12.419,17111586,11.039000000000001,344982528,889.77,1.9934619999999998,175319040,452.49,2.0,12.401,19243008,11.023,11.026,0.0,12.444,19308544,8178892800,2726297600,27276288.0,8392704,4196352,3896252416.0,35668992,5452595200,713354240,87079.0,0.353702,158.48118
87,binomialOptions,1600,5500,input00,binomialOptionsKernel,46.253,(1024 1 1) (256 1 1),8192.0,0.9498040000000001,0.9997,0.9583,0.31748699999999996,1.0,54239232,12.398,19243008,7.813721000000001,11.001,17106944,6.266317,0.0,5580432,3.6014,13275182,8.5514,19251549,12.402000000000001,17110286,11.022,344982528,890.77,1.9934619999999998,175319040,451.21,2.0,12.422,19243008,11.044,11.052999999999999,0.0,12.475,19308544,8178892800,2726297600,27276288.0,8392704,4196352,3896252416.0,35668992,5452595200,713354240,87079.0,0.353707,161.49493999999999
80,binomialOptions,1700,4000,input00,binomialOptionsKernel,43.758,(1024 1 1) (256 1 1),8192.0,0.9489709999999999,0.9997,0.9628,0.31745500000000004,1.0,54239232,13.169,19243008,7.813721000000001,9.9344,17106944,6.266317,0.0,5527539,3.1954,13270730,7.7067,19251701,13.093,17108730,11.635,344982528,942.98,1.9934619999999998,175319040,480.28,2.0,13.189,19243008,11.725,11.718,0.0,13.227,19308544,8178892800,2726297600,27276288.0,8392704,4196352,3896252416.0,35668992,5452595200,713354240,87079.0,0.353675,159.19991000000002
81,binomialOptions,1700,4500,input00,binomialOptionsKernel,43.792,(1024 1 1) (256 1 1),8192.0,0.949156,0.9997,0.9625,0.317463,1.0,54239232,13.171,19243008,7.813721000000001,11.62,17106944,6.266317,0.0,5578637,3.8045,13275319,9.0813,19251800,13.225999999999999,17107110,11.752,344982528,944.49,1.9934619999999998,175319040,480.28,2.0,13.18,19243008,11.717,11.732999999999999,0.0,13.242,19308544,8178892800,2726297600,27276288.0,8392704,4196352,3896252416.0,35668992,5452595200,713354240,87079.0,0.353684,163.53395
82,binomialOptions,1700,5000,input00,binomialOptionsKernel,43.818999999999996,(1024 1 1) (256 1 1),8192.0,0.948965,0.9997,0.9649,0.31748200000000004,1.0,54239232,13.158,19243008,7.813721000000001,9.9177,17106944,6.266317,0.0,5533984,3.2131,13274542,7.7812,19251461,11.222000000000001,17107080,9.9717,344982528,941.15,1.9934619999999998,175319040,481.96,2.0,13.21,19243008,11.743,11.741,0.0,13.253,19308544,8178892800,2726297600,27276288.0,8392704,4196352,3896252416.0,35668992,5452595200,713354240,87079.0,0.353692,166.35277000000005
83,binomialOptions,1700,5500,input00,binomialOptionsKernel,43.711000000000006,(1024 1 1) (256 1 1),8192.0,0.949,0.9997,0.9625,0.31748200000000004,1.0,54239232,13.183,19243008,7.813721000000001,11.675999999999998,17106944,6.266317,0.0,5578577,3.8147,13273063,9.0767,19252710,13.241,17108730,11.765999999999998,344982528,946.73,1.9934619999999998,175319040,482.09,2.0,13.175999999999998,19243008,11.713,11.763,0.0,13.277000000000001,19308544,8178892800,2726297600,27276288.0,8392704,4196352,3896252416.0,35668992,5452595200,713354240,87079.0,0.353702,167.03785000000005
88,binomialOptions,1800,4000,input00,binomialOptionsKernel,40.929,(1024 1 1) (256 1 1),8192.0,0.9482219999999999,0.9997,0.9714,0.317449,1.0,54239232,14.175999999999998,19243008,7.813721000000001,12.42,17106944,6.266317,0.0,5584024,4.0792,13307881,9.7929,19251701,14.179,17107461,12.6,344982528,1017.9,1.9934619999999998,175319040,514.42,2.0,14.173,19243008,12.6,12.568,0.0,14.186,19308544,8178892800,2726297600,27276288.0,8392704,4196352,3896252416.0,35668992,5452595200,713354240,87079.0,0.35367,167.06145
89,binomialOptions,1800,4500,input00,binomialOptionsKernel,41.691,(1024 1 1) (256 1 1),8192.0,0.949422,0.9997,0.9604,0.317471,1.0,54239232,14.151,19243008,7.813721000000001,12.424000000000001,17106944,6.266317,0.0,5581259,4.0997,13310428,9.8664,19251388,14.190999999999999,17107074,12.610999999999999,344982528,1013.9,1.9934619999999998,175319040,516.82,2.0,14.183,19243008,12.607999999999999,12.583,0.0,14.204,19308544,8178892800,2726297600,27276288.0,8392704,4196352,3896252416.0,35668992,5452595200,713354240,87079.0,0.35368099999999997,170.15216
90,binomialOptions,1800,5000,input00,binomialOptionsKernel,41.07,(1024 1 1) (256 1 1),8192.0,0.9482370000000001,0.9997,0.9739,0.31747600000000004,1.0,54239232,14.173,19243008,7.813721000000001,12.218,17106944,6.266317,0.0,5586736,4.1211,13313567,9.8459,19251718,14.181,17111216,12.604000000000001,344982528,1019.1,1.9934619999999998,175319040,516.91,2.0,14.130999999999998,19243008,12.562000000000001,12.600999999999999,0.0,14.222999999999999,19308544,8178892800,2726297600,27276288.0,8392704,4196352,3896252416.0,35668992,5452595200,713354240,87079.0,0.353692,173.43189999999996
91,binomialOptions,1800,5500,input00,binomialOptionsKernel,41.303999999999995,(1024 1 1) (256 1 1),8192.0,0.948902,0.9997,0.9649,0.317485,1.0,54239232,14.0,19243008,7.813721000000001,9.7658,17106944,6.266317,0.0,5529349,3.1665,13072214,7.4217,19251263,10.95,17112698,9.7333,344982528,993.15,1.9934619999999998,175319040,507.68,2.0,13.948,19243008,12.4,12.407,0.0,14.004000000000001,19308544,8178892800,2726297600,27276288.0,8392704,4196352,3896252416.0,35668992,5452595200,713354240,87079.0,0.353558,176.47717
92,binomialOptions,1900,4000,input00,binomialOptionsKernel,39.981,(1024 1 1) (256 1 1),8192.0,0.949276,0.9997,0.9626,0.317425,1.0,54239232,14.583,19243008,7.813721000000001,12.565,17106944,6.266317,0.0,5589793,4.2506,13256706,10.058,19251206,14.597999999999999,17111544,12.975,344982528,1045.4,1.9934619999999998,175319040,532.97,2.0,14.605,19243008,12.984000000000002,12.975,0.0,14.645,19308544,8178892800,2726297600,27276288.0,8392704,4196352,3896252416.0,35668992,5452595200,713354240,87079.0,0.353666,169.45511999999997
93,binomialOptions,1900,4500,input00,binomialOptionsKernel,39.574,(1024 1 1) (256 1 1),8192.0,0.948235,0.9997,0.9763,0.317461,1.0,54239232,14.677,19243008,7.813721000000001,12.831,17106944,6.266317,0.0,5582105,4.2683,13303765,10.174,19251529,14.710999999999999,17112768,13.078,344982528,1054.3,1.9934619999999998,175319040,537.85,2.0,14.737,19243008,13.102,13.114,0.0,14.802,19308544,8178892800,2726297600,27276288.0,8392704,4196352,3896252416.0,35668992,5452595200,713354240,87079.0,0.35368099999999997,172.69546
94,binomialOptions,1900,5000,input00,binomialOptionsKernel,39.633,(1024 1 1) (256 1 1),8192.0,0.948376,0.9997,0.9691,0.317475,1.0,54239232,14.73,19243008,7.813721000000001,12.883,17106944,6.266317,0.0,5584033,4.2608,13310011,10.18,19251638,14.737,17113396,13.100999999999999,344982528,1055.4,1.9934619999999998,175319040,538.47,2.0,14.79,19243008,13.148,13.124,0.0,14.814,19308544,8178892800,2726297600,27276288.0,8392704,4196352,3896252416.0,35668992,5452595200,713354240,87079.0,0.353689,176.09665999999993
95,binomialOptions,1900,5500,input00,binomialOptionsKernel,39.811,(1024 1 1) (256 1 1),8192.0,0.948778,0.9997,0.9625,0.31749,1.0,54239232,14.634,19243008,7.813721000000001,12.185,17106944,6.266317,0.0,5580119,4.0326,13302251,9.5479,19251631,13.859000000000002,17113416,12.32,344982528,1045.8,1.9934619999999998,175319040,534.13,2.0,14.625,19243008,13.001,13.01,0.0,14.684000000000001,19308544,8178892800,2726297600,27276288.0,8392704,4196352,3896252416.0,35668992,5452595200,713354240,87079.0,0.3537,181.90180999999995
96,binomialOptions,2000,4000,input00,binomialOptionsKernel,38.073,(1024 1 1) (256 1 1),8192.0,0.9493229999999999,0.9997,0.9605,0.317423,1.0,54239232,15.360999999999999,19243008,7.813721000000001,11.405,17106944,6.266317,0.0,5532808,3.6899,13130228,8.7563,19251244,12.883,17107134,11.448,344982528,1095.9,1.9934619999999998,175319040,559.02,2.0,15.376,19243008,13.669,13.686,0.0,15.448,19308544,8178892800,2726297600,27276288.0,8392704,4196352,3896252416.0,35668992,5452595200,713354240,87079.0,0.353659,177.70100000000005
