mode,gpus,gpus_per_node,util,algo,dvfs_on,theta,aver_run_E,min_run_E,max_run_E,aver_idle_E,min_idle_E,max_idle_E,aver_turnon_E,min_turnon_E,max_turnon_E,aver_total_E,min_total_E,max_total_E
offline,2048,2,0.4,edf+spt,1,1.0,16097092.541446,15987865.213897,16206319.868994,943089.3,918007.098338,968171.501662,41210.0,40547.022099,41872.977901,17081391.841446,16979453.895726,17183329.787165
offline,2048,2,0.4,edf+wf,0,1.0,24252145.372005,24094406.291893,24409884.452117,1108967.7,1064255.463844,1153679.936156,26370.0,25786.296752,26953.703248,25387483.072005,25218002.159121,25556963.984888
offline,2048,2,0.4,edf+wf,1,1.0,16097092.541446,15987865.213897,16206319.868994,1314628.5,1262173.611362,1367083.388638,34450.0,33685.388423,35214.611577,17446171.041446,17321010.934148,17571331.148743
offline,2048,2,0.4,lpt+ff,0,1.0,24252145.372005,24094406.291893,24409884.452117,289284.5,272388.368367,306180.631633,41660.0,41027.85502,42292.14498,24583089.872005,24424101.053174,24742078.690836
offline,2048,2,0.4,lpt+ff,1,1.0,16097092.541446,15987865.213897,16206319.868994,394268.3,378989.38055,409547.21945,51110.0,50513.14354,51706.85646,16542470.841446,16428804.538978,16656137.143913
offline,2048,4,0.4,edf+bf,0,1.0,24252145.372005,24094406.291893,24409884.452117,1684772.8,1621913.552126,1747632.047874,12730.0,12520.487865,12939.512135,25949648.172005,25762663.759701,26136632.584308
offline,2048,4,0.4,edf+bf,1,1.0,16097092.541446,15987865.213897,16206319.868994,2393992.5,2294788.072776,2493196.927224,15890.0,15588.395882,16191.604118,18506975.041446,18365073.192876,18648876.890015
offline,2048,4,0.4,edf+spt,0,1.0,24252145.372005,24094406.291893,24409884.452117,1352105.8,1311414.172421,1392797.427579,17130.0,16852.413242,17407.586758,25621381.172005,25451391.720453,25791370.623557
offline,2048,4,0.4,edf+spt,1,1.0,16097092.541446,15987865.213897,16206319.868994,2127104.1,2084785.494643,2169422.705357,22880.0,22501.220842,23258.779158,18247076.641446,18131449.715142,18362703.567749
offline,2048,4,0.4,edf+wf,0,1.0,24252145.372005,24094406.291893,24409884.452117,2261514.0,2173319.789252,2349708.210748,13480.0,13060.686315,13899.313685,26527139.372005,26364072.68146,26690206.06255
offline,2048,4,0.4,edf+wf,1,1.0,16097092.541446,15987865.213897,16206319.868994,2938706.5,2847714.534043,3029698.465957,18860.0,18418.421549,19301.578451,19054659.041446,18914917.732867,19194400.350024
offline,2048,4,0.4,lpt+ff,0,1.0,24252145.372005,24094406.291893,24409884.452117,653220.2,621301.778931,685138.621069,20880.0,20565.370112,21194.629888,24926245.572005,24767377.097516,25085114.046494
offline,2048,4,0.4,lpt+ff,1,1.0,16097092.541446,15987865.213897,16206319.868994,907140.1,881504.567425,932775.632575,25620.0,25323.227807,25916.772193,17029852.641446,16918925.677639,17140779.605253
offline,2048,8,0.4,edf+bf,0,1.0,24252145.372005,24094406.291893,24409884.452117,2449222.4,2365509.627517,2532935.172483,6400.0,6289.857509,6510.142491,26707767.772005,26523403.556435,26892131.987575
offline,2048,8,0.4,edf+bf,1,1.0,16097092.541446,15987865.213897,16206319.868994,3929048.5,3730295.115206,4127801.884794,8060.0,7911.954943,8208.045057,20034201.041446,19816855.664597,20251546.418294
offline,2048,8,0.4,edf+spt,0,1.0,24252145.372005,24094406.291893,24409884.452117,1992879.2,1938415.692662,2047342.707338,9090.0,8927.93701,9252.06299,26254114.572005,26094225.552588,26414003.591422
offline,2048,8,0.4,edf+spt,1,1.0,16097092.541446,15987865.213897,16206319.868994,3439183.3,3344463.352006,3533903.247994,12680.0,12446.525629,12913.474371,19548955.841446,19396640.633657,19701271.049234
offline,2048,8,0.4,edf+wf,0,1.0,24252145.372005,24094406.291893,24409884.452117,3452026.0,3323694.31999,3580357.68001,6910.0,6654.882789,7165.117211,27711081.372005,27514733.648422,27907429.095588
offline,2048,8,0.4,edf+wf,1,1.0,16097092.541446,15987865.213897,16206319.868994,4782164.9,4633427.438047,4930902.361953,10270.0,9901.091157,10638.908843,20889527.441446,20705114.722848,21073940.160043
offline,2048,8,0.4,lpt+ff,0,1.0,24252145.372005,24094406.291893,24409884.452117,1023834.4,986965.826528,1060702.973472,10500.0,10337.874642,10662.125358,25286479.772005,25129258.106726,25443701.437284
offline,2048,8,0.4,lpt+ff,1,1.0,16097092.541446,15987865.213897,16206319.868994,1456752.9,1414995.747613,1498510.052387,12860.0,12703.975602,13016.024398,17566705.441446,17437735.785405,17695675.097486
offline,2048,16,0.6,edf+bf,0,1.0,36055190.685079,35803173.411874,36307207.958285,4528757.45,4358138.023345,4699376.876655,4810.0,4727.209764,4892.790236,40588758.135079,40270148.999803,40907367.270356
offline,2048,16,0.6,edf+bf,1,1.0,23926784.992345,23758679.04264,24094890.94205,9614518.45,9086644.706883,10142392.193117,6330.0,6173.5227,6486.4773,33547633.442345,33041625.469673,34053641.415017
offline,2048,16,0.6,edf+spt,0,1.0,36055190.685079,35803173.411874,36307207.958285,3739799.05,3666957.342457,3812640.757543,7050.0,6965.278537,7134.721463,39802039.735079,39553002.953115,40051076.517044
offline,2048,16,0.6,edf+spt,1,1.0,23926784.992345,23758679.04264,24094890.94205,7079396.85,6968966.896603,7189826.803397,10730.0,10605.14485,10854.85515,31016911.842345,30842128.335867,31191695.348824
offline,2048,16,0.6,edf+wf,0,1.0,36055190.685079,35803173.411874,36307207.958285,7222061.45,7001651.877391,7442471.022609,5210.0,5072.211787,5347.788213,43282462.135079,42885655.369047,43679268.901112
offline,2048,16,0.6,edf+wf,1,1.0,23926784.992345,23758679.04264,24094890.94205,10600820.05,10377848.419227,10823791.680773,9080.0,8829.804354,9330.195646,34536685.042345,34206039.648384,34867330.436306
offline,2048,16,0.6,lpt+ff,0,1.0,36055190.685079,35803173.411874,36307207.958285,1876242.25,1827953.438978,1924531.061022,7890.0,7778.127177,8001.872823,37939322.935079,37681081.656021,38197564.214138
offline,2048,16,0.6,lpt+ff,1,1.0,23926784.992345,23758679.04264,24094890.94205,2856601.65,2780480.293071,2932723.006929,9780.0,9690.519817,9869.480183,26793166.642345,26602342.347696,26983990.936995
offline,2048,1,0.6,edf+bf,0,1.0,36055190.685079,35803173.411874,36307207.958285,0.0,0.0,0.0,75660.0,74480.532131,76839.467869,36130850.685079,35878795.909334,36382905.460825
offline,2048,1,0.6,edf+bf,1,1.0,23926784.992345,23758679.04264,24094890.94205,0.0,0.0,0.0,93860.0,92765.905598,94954.094402,24020644.992345,23852815.886604,24188474.098087
offline,2048,1,0.6,edf+spt,0,1.0,36055190.685079,35803173.411874,36307207.958285,0.0,0.0,0.0,91160.0,90349.323329,91970.676671,36146350.685079,35894355.968177,36398345.401982
offline,2048,1,0.6,edf+spt,1,1.0,23926784.992345,23758679.04264,24094890.94205,0.0,0.0,0.0,111820.0,110741.990622,112898.009378,24038604.992345,23870799.451304,24206410.533386
offline,2048,1,0.6,edf+wf,0,1.0,36055190.685079,35803173.411874,36307207.958285,0.0,0.0,0.0,76290.0,75070.62263,77509.37737,36131480.685079,35879528.286558,36383433.083601
offline,2048,1,0.6,edf+wf,1,1.0,23926784.992345,23758679.04264,24094890.94205,0.0,0.0,0.0,94150.0,93188.169486,95111.830514,24020934.992345,23853122.31262,24188747.672071
offline,2048,1,0.6,lpt+ff,0,1.0,36055190.685079,35803173.411874,36307207.958285,0.0,0.0,0.0,124310.0,122638.281517,125981.718483,36179500.685079,35927645.042398,36431356.327761
offline,2048,1,0.6,lpt+ff,1,1.0,23926784.992345,23758679.04264,24094890.94205,0.0,0.0,0.0,154730.0,153337.586598,156122.413402,24081514.992345,23913652.428083,24249377.556607
offline,2048,2,0.6,edf+bf,0,1.0,36055190.685079,35803173.411874,36307207.958285,1230880.85,1181230.755848,1280530.944152,37880.0,37298.291909,38461.708091,37323951.535079,37063860.580185,37584042.489974
offline,2048,2,0.6,edf+bf,1,1.0,23926784.992345,23758679.04264,24094890.94205,1615011.15,1557315.794052,1672706.505948,46980.0,46439.740133,47520.259867,25588776.142345,25402373.566882,25775178.717808
offline,2048,2,0.6,edf+spt,0,1.0,36055190.685079,35803173.411874,36307207.958285,996012.25,977186.350238,1014838.149762,48850.0,48404.97799,49295.02201,37100052.935079,36848360.25343,37351745.616729
offline,2048,2,0.6,edf+spt,1,1.0,23926784.992345,23758679.04264,24094890.94205,1393455.15,1363909.619907,1423000.680093,61360.0,60770.557559,61949.442441,25381600.142345,25207487.834891,25555712.449799
offline,2048,2,0.6,edf+wf,0,1.0,36055190.685079,35803173.411874,36307207.958285,1637111.25,1598408.437822,1675814.062178,39590.0,38944.32634,40235.67366,37731891.935079,37457353.030533,38006430.839626
offline,2048,2,0.6,edf+wf,1,1.0,23926784.992345,23758679.04264,24094890.94205,1967791.35,1923406.532935,2012176.167065,50680.0,49868.924374,51491.075626,25945256.342345,25761229.10716,26129283.57753
offline,2048,2,0.6,lpt+ff,0,1.0,36055190.685079,35803173.411874,36307207.958285,422031.25,405803.441563,438259.058437,62230.0,61397.336848,63062.663152,36539451.935079,36292555.509476,36786348.360683
offline,2048,2,0.6,lpt+ff,1,1.0,23926784.992345,23758679.04264,24094890.94205,603431.15,584347.19421,622515.10579,77390.0,76691.962456,78088.037544,24607606.142345,24431995.679697,24783216.604994
offline,2048,4,0.6,edf+bf,0,1.0,36055190.685079,35803173.411874,36307207.958285,2449061.45,2351815.395394,2546307.504606,18980.0,18684.59354,19275.40646,38523232.135079,38237999.921159,38808464.348999
offline,2048,4,0.6,edf+bf,1,1.0,23926784.992345,23758679.04264,24094890.94205,3501496.85,3392700.63504,3610293.06496,23560.0,23292.313711,23827.686289,27451841.842345,27260716.436622,27642967.248069
offline,2048,4,0.6,edf+spt,0,1.0,36055190.685079,35803173.411874,36307207.958285,2047426.45,1993199.432565,2101653.467435,26050.0,25743.871235,26356.128765,38128667.135079,37874625.570462,38382708.699697
offline,2048,4,0.6,edf+spt,1,1.0,23926784.992345,23758679.04264,24094890.94205,3139118.85,3089955.145321,3188282.554679,34060.0,33661.75708,34458.24292,27099963.842345,26915010.981864,27284916.702826
offline,2048,4,0.6,edf+wf,0,1.0,36055190.685079,35803173.411874,36307207.958285,3335307.65,3230595.922928,3440019.377072,19900.0,19444.537158,20355.462842,39410398.335079,39133101.768785,39687694.901374
offline,2048,4,0.6,edf+wf,1,1.0,23926784.992345,23758679.04264,24094890.94205,4295361.45,4172426.865457,4418296.034543,27760.0,27248.420041,28271.579959,28249906.442345,28014089.506206,28485723.378484
offline,2048,4,0.6,lpt+ff,0,1.0,36055190.685079,35803173.411874,36307207.958285,953595.45,918404.264849,988786.635151,31160.0,30742.425812,31577.574188,37039946.135079,36792055.445287,37287836.824872
offline,2048,4,0.6,lpt+ff,1,1.0,23926784.992345,23758679.04264,24094890.94205,1393969.45,1349547.547135,1438391.352865,38750.0,38399.528738,39100.471262,25359504.442345,25178508.162514,25540500.722176
offline,2048,8,0.6,edf+bf,0,1.0,36055190.685079,35803173.411874,36307207.958285,3498825.45,3368669.68572,3628981.21428,9510.0,9360.934165,9659.065835,39563526.135079,39267652.138789,39859400.13137
offline,2048,8,0.6,edf+bf,1,1.0,23926784.992345,23758679.04264,24094890.94205,5858692.85,5628327.697647,6089058.002353,11880.0,11745.403652,12014.596348,29797357.842345,29538129.665582,30056586.019108
offline,2048,8,0.6,edf+spt,0,1.0,36055190.685079,35803173.411874,36307207.958285,2966809.85,2905861.039087,3027758.660913,13700.0,13550.866362,13849.133638,39035700.535079,38761882.102108,39309518.968051
offline,2048,8,0.6,edf+spt,1,1.0,23926784.992345,23758679.04264,24094890.94205,5051752.45,4952426.869544,5151078.030456,19030.0,18803.782945,19256.217055,28997567.442345,28801105.069865,29194029.814825
offline,2048,8,0.6,edf+wf,0,1.0,36055190.685079,35803173.411874,36307207.958285,5305283.85,5152833.80238,5457733.89762,10270.0,9975.450338,10564.549662,41370744.535079,41039824.069945,41701665.000214
offline,2048,8,0.6,edf+wf,1,1.0,23926784.992345,23758679.04264,24094890.94205,7317706.45,7121452.18577,7513960.71423,15680.0,15325.484871,16034.515129,31260171.442345,30944528.755579,31575814.129112
offline,2048,8,0.6,lpt+ff,0,1.0,36055190.685079,35803173.411874,36307207.958285,1484589.85,1433482.082011,1535697.617989,15660.0,15452.768139,15867.231861,37555440.535079,37297616.703562,37813264.366597
offline,2048,8,0.6,lpt+ff,1,1.0,23926784.992345,23758679.04264,24094890.94205,2216442.45,2146476.72129,2286408.17871,19420.0,19235.9159,19604.0841,26162647.442345,25971011.074362,26354283.810329
offline,2048,16,0.8,edf+bf,0,1.0,48317026.848032,47991214.483879,48642839.212186,5717746.9,5535414.563044,5900079.236956,6290.0,6193.664665,6386.335335,54041063.748032,53637956.647636,54444170.848429
offline,2048,16,0.8,edf+bf,1,1.0,32061585.573491,31846271.063761,32276900.083221,12408451.35,11739037.02632,13077865.67368,8210.0,7996.283828,8423.716172,44478246.923491,43745196.593283,45211297.253698
offline,2048,16,0.8,edf+spt,0,1.0,48317026.848032,47991214.483879,48642839.212186,4903362.1,4825928.333584,4980795.866416,9260.0,9157.069303,9362.930697,53229648.948032,52897970.447865,53561327.448199
offline,2048,16,0.8,edf+spt,1,1.0,32061585.573491,31846271.063761,32276900.083221,9348462.55,9149618.671067,9547306.428933,14030.0,13834.464762,14225.535238,41424078.123491,41149564.838421,41698591.40856
offline,2048,16,0.8,edf+wf,0,1.0,48317026.848032,47991214.483879,48642839.212186,9324714.1,8908162.462165,9741265.737835,7220.0,6907.303934,7532.696066,57648960.948032,57082338.783632,58215583.112433
offline,2048,16,0.8,edf+wf,1,1.0,32061585.573491,31846271.063761,32276900.083221,14058503.35,13673982.411663,14443024.288337,11700.0,11372.646336,12027.353664,46131788.923491,45637020.680579,46626557.166402
offline,2048,16,0.8,lpt+ff,0,1.0,48317026.848032,47991214.483879,48642839.212186,2374693.3,2318583.561539,2430803.038461,10310.0,10213.664665,10406.335335,50702030.148032,50358951.722218,51045108.573847
offline,2048,16,0.8,lpt+ff,1,1.0,32061585.573491,31846271.063761,32276900.083221,3745715.35,3669207.452144,3822223.247856,12840.0,12747.410402,12932.589598,35820140.923491,35570492.075484,36069789.771497
offline,2048,1,0.8,edf+bf,0,1.0,48317026.848032,47991214.483879,48642839.212186,0.0,0.0,0.0,99350.0,97832.090204,100867.909796,48416376.848032,48090352.086609,48742401.609456
offline,2048,1,0.8,edf+bf,1,1.0,32061585.573491,31846271.063761,32276900.083221,0.0,0.0,0.0,123740.0,122286.814623,125193.185377,32185325.573491,31969643.181468,32401007.965513
offline,2048,1,0.8,edf+spt,0,1.0,48317026.848032,47991214.483879,48642839.212186,0.0,0.0,0.0,120170.0,119194.22828,121145.77172,48437196.848032,48111405.237187,48762988.458878
offline,2048,1,0.8,edf+spt,1,1.0,32061585.573491,31846271.063761,32276900.083221,0.0,0.0,0.0,147630.0,146644.742733,148615.257267,32209215.573491,31993850.344287,32424580.802694
offline,2048,1,0.8,edf+wf,0,1.0,48317026.848032,47991214.483879,48642839.212186,0.0,0.0,0.0,100220.0,98873.46581,101566.53419,48417246.848032,48091223.365631,48743270.330434
offline,2048,1,0.8,edf+wf,1,1.0,32061585.573491,31846271.063761,32276900.083221,0.0,0.0,0.0,124520.0,123224.120032,125815.879968,32186105.573491,31970447.688759,32401763.458222
