,appName,coreF,memF,argNo,kernel,time/ms,blocks,warps,power/W
333,scanScanExclusiveShared,1980,6300,input00,scanExclusiveShared,1.601648,,,151.07031999999998
334,scanScanExclusiveShared,1980,6800,input00,scanExclusiveShared,1.521096,,,158.65660999999997
335,scanScanExclusiveShared,1980,7300,input00,scanExclusiveShared,1.416196,,,166.02878999999996
336,scanScanExclusiveShared,2080,5800,input00,scanExclusiveShared,1.771979,,,147.41563
337,scanScanExclusiveShared,2080,6300,input00,scanExclusiveShared,1.635193,,,153.37005000000002
338,scanScanExclusiveShared,2080,6800,input00,scanExclusiveShared,1.480403,,,162.92085000000003
339,scanScanExclusiveShared,2080,7300,input00,scanExclusiveShared,1.325098,,,172.11368
348,sortingNetworks,1680,5800,input00,bitonicSortShared1,2.85557,,,113.22139
349,sortingNetworks,1680,6300,input00,bitonicSortShared1,2.855441,,,114.31427000000002
350,sortingNetworks,1680,6800,input00,bitonicSortShared1,2.855422,,,115.01664
351,sortingNetworks,1680,7300,input00,bitonicSortShared1,2.80467,,,116.23931000000005
344,sortingNetworks,1780,5800,input00,bitonicSortShared1,2.665186,,,117.17049999999996
345,sortingNetworks,1780,6300,input00,bitonicSortShared1,2.713753,,,117.57549999999998
346,sortingNetworks,1780,6800,input00,bitonicSortShared1,2.711627,,,118.73955999999995
347,sortingNetworks,1780,7300,input00,bitonicSortShared1,2.698645,,,121.10430999999998
340,sortingNetworks,1880,5800,input00,bitonicSortShared1,2.536474,,,121.14831
341,sortingNetworks,1880,6300,input00,bitonicSortShared1,2.570122,,,121.74161999999995
342,sortingNetworks,1880,6800,input00,bitonicSortShared1,2.569773,,,123.24162000000004
343,sortingNetworks,1880,7300,input00,bitonicSortShared1,2.47244,,,125.46529999999998
352,sortingNetworks,1980,5800,input00,bitonicSortShared1,2.442583,,,124.17891999999996
353,sortingNetworks,1980,6300,input00,bitonicSortShared1,2.439432,,,125.52511000000004
354,sortingNetworks,1980,6800,input00,bitonicSortShared1,2.444521,,,128.70363
355,sortingNetworks,1980,7300,input00,bitonicSortShared1,2.441873,,,129.91448999999997
356,sortingNetworks,2080,5800,input00,bitonicSortShared1,2.338408,,,131.11855000000003
357,sortingNetworks,2080,6300,input00,bitonicSortShared1,2.334453,,,132.43863999999996
358,sortingNetworks,2080,6800,input00,bitonicSortShared1,2.289375,,,134.04306
359,sortingNetworks,2080,7300,input00,bitonicSortShared1,2.293227,,,135.73717999999997
368,transpose,1680,5800,input00,transposeCoalesced,2.36784,,,126.68902
369,transpose,1680,6300,input00,transposeCoalesced,2.188473,,,131.05485999999996
370,transpose,1680,6800,input00,transposeCoalesced,2.214615,,,133.33997000000002
371,transpose,1680,7300,input00,transposeCoalesced,2.013536,,,138.24635999999998
364,transpose,1780,5800,input00,transposeCoalesced,2.273262,,,129.82426000000004
365,transpose,1780,6300,input00,transposeCoalesced,2.286849,,,131.05356
366,transpose,1780,6800,input00,transposeCoalesced,2.212632,,,135.04247999999995
367,transpose,1780,7300,input00,transposeCoalesced,2.031052,,,140.11208
360,transpose,1880,5800,input00,transposeCoalesced,2.375547,,,129.61758999999998
361,transpose,1880,6300,input00,transposeCoalesced,2.292205,,,132.06516
362,transpose,1880,6800,input00,transposeCoalesced,2.220932,,,136.13290999999998
363,transpose,1880,7300,input00,transposeCoalesced,2.059991,,,141.16433999999998
372,transpose,1980,5800,input00,transposeCoalesced,2.377438,,,130.92046
373,transpose,1980,6300,input00,transposeCoalesced,2.263069,,,134.73262
374,transpose,1980,6800,input00,transposeCoalesced,2.123914,,,140.78348999999997
375,transpose,1980,7300,input00,transposeCoalesced,2.069138,,,144.84951000000004
376,transpose,2080,5800,input00,transposeCoalesced,2.385854,,,134.50687000000002
377,transpose,2080,6300,input00,transposeCoalesced,2.301599,,,139.96537
378,transpose,2080,6800,input00,transposeCoalesced,2.175859,,,143.25847
379,transpose,2080,7300,input00,transposeCoalesced,2.011693,,,150.12639
388,vectorAdd,1680,5800,input00,vectorAdd,2.4869,,,130.73145000000002
389,vectorAdd,1680,6300,input00,vectorAdd,2.29722,,,136.55583999999996
390,vectorAdd,1680,6800,input00,vectorAdd,2.13418,,,142.70400999999998
391,vectorAdd,1680,7300,input00,vectorAdd,1.9192,,,150.39518000000004
384,vectorAdd,1780,5800,input00,vectorAdd,2.40022,,,133.26274999999998
385,vectorAdd,1780,6300,input00,vectorAdd,2.30373,,,137.55872
386,vectorAdd,1780,6800,input00,vectorAdd,2.13723,,,144.01683
387,vectorAdd,1780,7300,input00,vectorAdd,1.96915,,,151.43506999999997
380,vectorAdd,1880,5800,input00,vectorAdd,2.49345,,,133.83504999999997
381,vectorAdd,1880,6300,input00,vectorAdd,2.31129,,,138.23943999999997
382,vectorAdd,1880,6800,input00,vectorAdd,2.14558,,,145.47018999999997
383,vectorAdd,1880,7300,input00,vectorAdd,1.99324,,,152.0124
392,vectorAdd,1980,5800,input00,vectorAdd,2.51828,,,135.21658000000002
393,vectorAdd,1980,6300,input00,vectorAdd,2.32073,,,139.12325000000004
394,vectorAdd,1980,6800,input00,vectorAdd,2.15207,,,148.42954
395,vectorAdd,1980,7300,input00,vectorAdd,2.00269,,,154.44674999999998
396,vectorAdd,2080,5800,input00,vectorAdd,2.5178,,,137.94080999999997
397,vectorAdd,2080,6300,input00,vectorAdd,2.32567,,,144.92965999999998
398,vectorAdd,2080,6800,input00,vectorAdd,2.1139,,,150.84190999999998
399,vectorAdd,2080,7300,input00,vectorAdd,1.94739,,,158.82215
