mode,gpus,gpus_per_node,util,algo,dvfs_on,theta,aver_run_E,min_run_E,max_run_E,aver_idle_E,min_idle_E,max_idle_E,aver_turnon_E,min_turnon_E,max_turnon_E,aver_total_E,min_total_E,max_total_E
offline,2048,4,0.6,edf+spt,1,0.7,24697661.667055,24534670.847657,24860652.486453,2275133.7,2169297.997507,2380969.402493,11178.0,11041.868158,11314.131842,26983973.367055,26771959.71981,27195987.0143
offline,2048,4,0.6,edf+spt,1,1.0,24171533.714692,24048815.493259,24294251.936124,3084512.4,3001827.769484,3167197.030516,15075.0,14884.920417,15265.079583,27271121.114692,27110232.335875,27432009.893508
offline,2048,8,0.6,edf+spt,1,0.1,24715354.867498,24562912.61271,24867797.122287,3247900.7,3166438.826618,3329362.573382,5553.0,5515.349629,5590.650371,27968808.567498,27767690.58612,28169926.548877
offline,2048,8,0.6,edf+spt,1,0.3,24715354.867498,24562912.61271,24867797.122287,3247900.7,3166438.826618,3329362.573382,5553.0,5515.349629,5590.650371,27968808.567498,27767690.58612,28169926.548877
offline,2048,8,0.6,edf+spt,1,0.5,24715354.867498,24562912.61271,24867797.122287,3247900.7,3166438.826618,3329362.573382,5553.0,5515.349629,5590.650371,27968808.567498,27767690.58612,28169926.548877
offline,2048,8,0.6,edf+spt,1,0.7,24659172.246167,24503355.447464,24814989.04487,3397502.8,3276274.425942,3518731.174058,5841.0,5774.216038,5907.783962,28062516.046167,27854421.610504,28270610.481829
offline,2048,8,0.6,edf+spt,1,1.0,24171533.714692,24048815.493259,24294251.936124,4938449.2,4729445.22323,5147453.17677,8433.0,8239.674041,8626.325959,29118415.914692,28854703.875267,29382127.954117
offline,2048,16,0.8,edf+spt,1,0.1,32868255.141829,32608567.484422,33127942.799236,5600386.6,5416518.47016,5784254.72984,3726.0,3642.016802,3809.983198,38472367.741829,38161153.167777,38783582.315881
offline,2048,16,0.8,edf+spt,1,0.3,32868255.141829,32608567.484422,33127942.799236,5600386.6,5416518.47016,5784254.72984,3726.0,3642.016802,3809.983198,38472367.741829,38161153.167777,38783582.315881
offline,2048,16,0.8,edf+spt,1,0.5,32868255.141829,32608567.484422,33127942.799236,5600386.6,5416518.47016,5784254.72984,3726.0,3642.016802,3809.983198,38472367.741829,38161153.167777,38783582.315881
offline,2048,16,0.8,edf+spt,1,0.7,32788838.127368,32540059.37452,33037616.880216,5911197.7,5690088.714734,6132306.685266,3960.0,3881.111522,4038.888478,38703995.827368,38349106.526754,39058885.127982
offline,2048,16,0.8,edf+spt,1,1.0,32165212.898475,31906320.217551,32424105.5794,9147276.9,8878190.312109,9416363.487891,6066.0,5942.100712,6189.899288,41318555.798475,40890202.841656,41746908.755294
offline,2048,2,0.8,edf+spt,1,0.1,32977605.938008,32715737.582429,33239474.293586,1476274.1,1450686.944565,1501861.255435,27594.0,27328.161565,27859.838435,34481474.038008,34202313.256851,34760634.819165
offline,2048,2,0.8,edf+spt,1,0.3,32977605.938008,32715737.582429,33239474.293586,1476274.1,1450686.944565,1501861.255435,27594.0,27328.161565,27859.838435,34481474.038008,34202313.256851,34760634.819165
offline,2048,2,0.8,edf+spt,1,0.5,32977605.938008,32715737.582429,33239474.293586,1476274.1,1450686.944565,1501861.255435,27594.0,27328.161565,27859.838435,34481474.038008,34202313.256851,34760634.819165
offline,2048,2,0.8,edf+spt,1,0.7,32922700.199691,32675471.144102,33169929.25528,1484813.7,1451627.917171,1517999.482829,28251.0,27905.678258,28596.321742,34435764.899691,34173528.617241,34698001.182141
offline,2048,2,0.8,edf+spt,1,1.0,32165212.898475,31906320.217551,32424105.5794,1834226.9,1773407.845353,1895045.954647,36369.0,35886.660765,36851.339235,34035808.798475,33751333.573343,34320284.023608
offline,2048,4,0.8,edf+spt,1,0.1,32905067.175357,32652929.447588,33157204.903125,2998535.5,2923361.691606,3073709.308394,14373.0,14183.284554,14562.715446,35917975.675357,35624762.705639,36211188.645074
offline,2048,4,0.8,edf+spt,1,0.3,32905067.175357,32652929.447588,33157204.903125,2998535.5,2923361.691606,3073709.308394,14373.0,14183.284554,14562.715446,35917975.675357,35624762.705639,36211188.645074
offline,2048,4,0.8,edf+spt,1,0.5,32905067.175357,32652929.447588,33157204.903125,2998535.5,2923361.691606,3073709.308394,14373.0,14183.284554,14562.715446,35917975.675357,35624762.705639,36211188.645074
offline,2048,4,0.8,edf+spt,1,0.7,32841847.789096,32593716.696096,33089978.882097,3080790.2,2994811.419108,3166768.980892,14805.0,14545.679334,15064.320666,35937442.989096,35637892.091989,36236993.886204
offline,2048,4,0.8,edf+spt,1,1.0,32165212.898475,31906320.217551,32424105.5794,4085040.5,3968341.85907,4201739.14093,20097.0,19777.03938,20416.96062,36270350.398475,35927972.31133,36612728.485621
offline,2048,8,0.8,edf+spt,1,0.1,32889969.919889,32622766.770315,33157173.069463,4355477.2,4175057.353736,4535897.046264,7362.0,7231.046182,7492.953818,37252809.119889,36946991.606427,37558626.633351
offline,2048,8,0.8,edf+spt,1,0.3,32889969.919889,32622766.770315,33157173.069463,4355477.2,4175057.353736,4535897.046264,7362.0,7231.046182,7492.953818,37252809.119889,36946991.606427,37558626.633351
offline,2048,8,0.8,edf+spt,1,0.5,32889969.919889,32622766.770315,33157173.069463,4355477.2,4175057.353736,4535897.046264,7362.0,7231.046182,7492.953818,37252809.119889,36946991.606427,37558626.633351
offline,2048,8,0.8,edf+spt,1,0.7,32815765.469419,32550238.401165,33081292.537672,4609389.7,4427047.171923,4791732.228077,7686.0,7548.856011,7823.143989,37432841.169419,37113529.352646,37752152.986191
offline,2048,8,0.8,edf+spt,1,1.0,32165212.898475,31906320.217551,32424105.5794,6727920.9,6501962.049238,6953879.750762,11205.0,11065.233996,11344.766004,38904338.798475,38523381.996807,39285295.600144
offline,2048,16,1.0,edf+spt,1,0.1,40943663.035998,40635233.088519,41252092.983478,7062804.2,6886513.290884,7239095.109116,4752.0,4669.68,4834.32,48011219.235998,47722907.007329,48299531.464668
offline,2048,16,1.0,edf+spt,1,0.3,40943663.035998,40635233.088519,41252092.983478,7062804.2,6886513.290884,7239095.109116,4752.0,4669.68,4834.32,48011219.235998,47722907.007329,48299531.464668
offline,2048,16,1.0,edf+spt,1,0.5,40943663.035998,40635233.088519,41252092.983478,7062804.2,6886513.290884,7239095.109116,4752.0,4669.68,4834.32,48011219.235998,47722907.007329,48299531.464668
offline,2048,16,1.0,edf+spt,1,0.7,40833957.471975,40521627.638061,41146287.305889,7388581.8,7167100.662918,7610062.937082,4977.0,4917.906731,5036.093269,48227516.271975,47880974.233074,48574058.310877
offline,2048,16,1.0,edf+spt,1,1.0,40089900.936642,39787382.634082,40392419.239201,11377940.3,11172313.024431,11583567.575569,7605.0,7512.963442,7697.036558,51475446.236642,51117233.142614,51833659.330669
offline,2048,2,1.0,edf+spt,1,0.1,41105062.588603,40810837.356907,41399287.820298,1845230.7,1794952.792738,1895508.607262,34542.0,34251.787598,34832.212402,42984835.288603,42683680.952488,43285989.624717
offline,2048,2,1.0,edf+spt,1,0.3,41105062.588603,40810837.356907,41399287.820298,1845230.7,1794952.792738,1895508.607262,34542.0,34251.787598,34832.212402,42984835.288603,42683680.952488,43285989.624717
offline,2048,2,1.0,edf+spt,1,0.5,41105062.588603,40810837.356907,41399287.820298,1845230.7,1794952.792738,1895508.607262,34542.0,34251.787598,34832.212402,42984835.288603,42683680.952488,43285989.624717
offline,2048,2,1.0,edf+spt,1,0.7,41052170.616268,40737338.837828,41367002.394708,1882733.9,1827170.679534,1938297.120466,35442.0,35149.414603,35734.585397,42970346.516268,42623898.483559,43316794.548977
offline,2048,2,1.0,edf+spt,1,1.0,40089900.936642,39787382.634082,40392419.239201,2274726.7,2238995.609626,2310457.790374,45477.0,45059.52,45894.48,42410104.636642,42105800.801977,42714408.471306
offline,2048,4,1.0,edf+spt,1,0.1,41034455.235762,40689539.409952,41379371.061573,3742764.6,3673152.301661,3812376.898339,17991.0,17800.556975,18181.443025,44795210.835762,44474263.719154,45116157.95237
offline,2048,4,1.0,edf+spt,1,0.3,41034455.235762,40689539.409952,41379371.061573,3742764.6,3673152.301661,3812376.898339,17991.0,17800.556975,18181.443025,44795210.835762,44474263.719154,45116157.95237
offline,2048,4,1.0,edf+spt,1,0.5,41034455.235762,40689539.409952,41379371.061573,3742764.6,3673152.301661,3812376.898339,17991.0,17800.556975,18181.443025,44795210.835762,44474263.719154,45116157.95237
offline,2048,4,1.0,edf+spt,1,0.7,40981265.009842,40644099.177199,41318430.842485,3807984.5,3723146.480533,3892822.519467,18531.0,18340.556975,18721.443025,44807780.509842,44448698.266704,45166862.75298
offline,2048,4,1.0,edf+spt,1,1.0,40089900.936642,39787382.634082,40392419.239201,5061877.5,4959868.498671,5163886.501329,24966.0,24739.486403,25192.513597,45176744.436642,44848037.258277,45505451.615006
offline,2048,8,1.0,edf+spt,1,0.1,40974878.284248,40650122.208695,41299634.3598,5406551.0,5297556.780035,5515545.219965,9243.0,9144.433239,9341.566761,46390672.284248,46085142.80625,46696201.762246
offline,2048,8,1.0,edf+spt,1,0.3,40974878.284248,40650122.208695,41299634.3598,5406551.0,5297556.780035,5515545.219965,9243.0,9144.433239,9341.566761,46390672.284248,46085142.80625,46696201.762246
offline,2048,8,1.0,edf+spt,1,0.5,40974878.284248,40650122.208695,41299634.3598,5406551.0,5297556.780035,5515545.219965,9243.0,9144.433239,9341.566761,46390672.284248,46085142.80625,46696201.762246
offline,2048,8,1.0,edf+spt,1,0.7,40916675.903956,40594474.132422,41238877.67549,5764674.0,5627986.215099,5901361.784901,9630.0,9528.155413,9731.844587,46690979.903956,46382938.366522,46999021.44139
offline,2048,8,1.0,edf+spt,1,1.0,40089900.936642,39787382.634082,40392419.239201,8239511.5,8121329.081384,8357693.918616,13896.0,13769.340924,14022.659076,48343308.436642,47982533.284002,48704083.589281
offline,2048,16,1.2,edf+spt,1,0.1,49047007.257191,48665360.869601,49428653.644782,8411099.0,8174946.167919,8647251.832081,5607.0,5527.892691,5686.107309,57463713.257191,57064102.721575,57863323.792808
offline,2048,16,1.2,edf+spt,1,0.3,49047007.257191,48665360.869601,49428653.644782,8411099.0,8174946.167919,8647251.832081,5607.0,5527.892691,5686.107309,57463713.257191,57064102.721575,57863323.792808
offline,2048,16,1.2,edf+spt,1,0.5,49047007.257191,48665360.869601,49428653.644782,8411099.0,8174946.167919,8647251.832081,5607.0,5527.892691,5686.107309,57463713.257191,57064102.721575,57863323.792808
offline,2048,16,1.2,edf+spt,1,0.7,48947890.778057,48579998.215026,49315783.341088,8805263.7,8620951.666001,8989575.733999,5895.0,5806.8,5983.2,57759049.478057,57377311.725486,58140787.230628
offline,2048,16,1.2,edf+spt,1,1.0,47995858.388909,47626172.055923,48365544.721894,13935994.5,13635370.085381,14236618.914619,9234.0,9057.208435,9410.791565,61941086.888909,61547553.047254,62334620.730563
offline,2048,2,1.2,edf+spt,1,0.1,49198985.866227,48809720.174298,49588251.558156,2203120.6,2161097.251827,2245143.948173,41751.0,41380.56,42121.44,51443857.466227,51066371.39841,51821343.534044
offline,2048,2,1.2,edf+spt,1,0.3,49198985.866227,48809720.174298,49588251.558156,2203120.6,2161097.251827,2245143.948173,41751.0,41380.56,42121.44,51443857.466227,51066371.39841,51821343.534044
offline,2048,2,1.2,edf+spt,1,0.5,49198985.866227,48809720.174298,49588251.558156,2203120.6,2161097.251827,2245143.948173,41751.0,41380.56,42121.44,51443857.466227,51066371.39841,51821343.534044
offline,2048,2,1.2,edf+spt,1,0.7,49127455.486387,48735272.914706,49519638.058069,2273128.3,2237684.321233,2308572.278767,42552.0,42090.654136,43013.345864,51443135.786387,51050745.748758,51835525.824017
offline,2048,2,1.2,edf+spt,1,1.0,47995858.388909,47626172.055923,48365544.721894,2804278.1,2749208.357138,2859347.842862,54756.0,54249.363695,55262.636305,50854892.488909,50469024.521636,51240760.456182
offline,2048,4,1.2,edf+spt,1,0.1,49164744.077889,48759102.804489,49570385.35129,4503702.9,4414812.699701,4592593.100299,21501.0,21268.089645,21733.910355,53689947.977889,53286134.290933,54093761.664846
offline,2048,4,1.2,edf+spt,1,0.3,49164744.077889,48759102.804489,49570385.35129,4503702.9,4414812.699701,4592593.100299,21501.0,21268.089645,21733.910355,53689947.977889,53286134.290933,54093761.664846
offline,2048,4,1.2,edf+spt,1,0.5,49164744.077889,48759102.804489,49570385.35129,4503702.9,4414812.699701,4592593.100299,21501.0,21268.089645,21733.910355,53689947.977889,53286134.290933,54093761.664846
offline,2048,4,1.2,edf+spt,1,0.7,49099098.388677,48690968.93423,49507227.843125,4605652.7,4539813.314999,4671492.085001,22113.0,21882.177232,22343.822768,53726864.088677,53311587.013395,54142141.163959
offline,2048,4,1.2,edf+spt,1,1.0,47995858.388909,47626172.055923,48365544.721894,6188016.9,6087555.61466,6288478.18534,30087.0,29769.207894,30404.792106,54213962.288909,53884880.12451,54543044.453307
offline,2048,8,1.2,edf+spt,1,0.1,49115750.584611,48736609.856567,49494891.312655,6555497.2,6448996.194045,6661998.205955,10989.0,10853.76,11124.24,55682236.784611,55297269.879956,56067203.689266
offline,2048,8,1.2,edf+spt,1,0.3,49115750.584611,48736609.856567,49494891.312655,6555497.2,6448996.194045,6661998.205955,10989.0,10853.76,11124.24,55682236.784611,55297269.879956,56067203.689266
offline,2048,8,1.2,edf+spt,1,0.5,49115750.584611,48736609.856567,49494891.312655,6555497.2,6448996.194045,6661998.205955,10989.0,10853.76,11124.24,55682236.784611,55297269.879956,56067203.689266
offline,2048,8,1.2,edf+spt,1,0.7,49018259.158106,48639132.404223,49397385.911988,6806331.3,6672445.261977,6940217.338023,11439.0,11257.86164,11620.13836,55836029.458106,55440397.857401,56231661.05881
offline,2048,8,1.2,edf+spt,1,1.0,47995858.388909,47626172.055923,48365544.721894,10097614.5,9916294.118755,10278934.881245,16704.0,16514.011386,16893.988614,58110176.888909,57791484.337046,58428869.440771
offline,2048,16,1.4,edf+spt,1,0.1,57587037.942227,57272701.907423,57901373.977032,9620688.2,9432258.271399,9809118.128601,6579.0,6507.225453,6650.774547,67214305.142227,66819644.018352,67608966.266103
offline,2048,16,1.4,edf+spt,1,0.3,57587037.942227,57272701.907423,57901373.977032,9620688.2,9432258.271399,9809118.128601,6579.0,6507.225453,6650.774547,67214305.142227,66819644.018352,67608966.266103
offline,2048,16,1.4,edf+spt,1,0.5,57587037.942227,57272701.907423,57901373.977032,9620688.2,9432258.271399,9809118.128601,6579.0,6507.225453,6650.774547,67214305.142227,66819644.018352,67608966.266103
offline,2048,16,1.4,edf+spt,1,0.7,57421767.273296,57112816.612971,57730717.933622,10235210.1,10034137.60743,10436282.59257,6939.0,6862.56,7015.44,67663916.373296,67323739.250046,68004093.496547
offline,2048,16,1.4,edf+spt,1,1.0,56315627.111963,55995251.086065,56636003.137861,16026054.2,15722362.968712,16329745.431288,10782.0,10659.221995,10904.778005,72352463.311963,71899970.795592,72804955.828333
offline,2048,2,1.4,edf+spt,1,0.1,57738440.061526,57398860.391603,58078019.731448,2587909.5,2536745.364249,2639073.635751,48879.0,48252.59369,49505.40631,60375228.561526,60027065.136058,60723391.986993
offline,2048,2,1.4,edf+spt,1,0.3,57738440.061526,57398860.391603,58078019.731448,2587909.5,2536745.364249,2639073.635751,48879.0,48252.59369,49505.40631,60375228.561526,60027065.136058,60723391.986993
offline,2048,2,1.4,edf+spt,1,0.5,57738440.061526,57398860.391603,58078019.731448,2587909.5,2536745.364249,2639073.635751,48879.0,48252.59369,49505.40631,60375228.561526,60027065.136058,60723391.986993
offline,2048,2,1.4,edf+spt,1,0.7,57655285.06713,57331146.970732,57979423.163527,2596926.4,2512579.575199,2681273.224801,49860.0,49255.188333,50464.811667,60302071.46713,59963345.468923,60640797.465336
offline,2048,2,1.4,edf+spt,1,1.0,56315627.111963,55995251.086065,56636003.137861,3275772.8,3216771.550087,3334774.049913,64170.0,63382.870247,64957.129753,59655569.911963,59315329.787927,59995810.035999
offline,2048,4,1.4,edf+spt,1,0.1,57666538.878844,57360677.488971,57972400.268716,5302581.0,5188012.748129,5417149.251871,25317.0,25121.893838,25512.106162,62994436.878844,62670696.013848,63318177.74384
offline,2048,4,1.4,edf+spt,1,0.3,57666538.878844,57360677.488971,57972400.268716,5302581.0,5188012.748129,5417149.251871,25317.0,25121.893838,25512.106162,62994436.878844,62670696.013848,63318177.74384
offline,2048,4,1.4,edf+spt,1,0.5,57666538.878844,57360677.488971,57972400.268716,5302581.0,5188012.748129,5417149.251871,25317.0,25121.893838,25512.106162,62994436.878844,62670696.013848,63318177.74384
