mode,gpus,gpus_per_node,util,algo,dvfs_on,theta,aver_run_E,min_run_E,max_run_E,aver_idle_E,min_idle_E,max_idle_E,aver_turnon_E,min_turnon_E,max_turnon_E,aver_total_E,min_total_E,max_total_E
offline,2048,1,0.8,edf+bf,0,1.0,67462402.92,64969557.0,69721224.0,0.0,0.0,0.0,99312.0,90200.0,104200.0,67561714.92,65069157.0,69822824.0
offline,2048,1,0.8,edf+spt,0,1.0,67462402.92,64969557.0,69721224.0,0.0,0.0,0.0,114322.0,108000.0,119200.0,67576724.92,65084557.0,69837824.0
offline,2048,1,0.8,edf+wf,0,1.0,67462402.92,64969557.0,69721224.0,0.0,0.0,0.0,99260.0,90600.0,105600.0,67561662.92,65067957.0,69822824.0
offline,2048,1,0.8,lpt+ff,0,1.0,67462402.92,64969557.0,69721224.0,0.0,0.0,0.0,165566.0,157200.0,173800.0,67627968.92,65143357.0,69888024.0
offline,2048,2,0.8,edf+bf,0,1.0,67462402.92,64969557.0,69721224.0,2720136.0,2229720.0,3200590.0,49704.0,45200.0,52200.0,70232242.92,68014072.0,72581444.0
offline,2048,2,0.8,edf+spt,0,1.0,67462402.92,64969557.0,69721224.0,2206968.9,2002855.0,2601425.0,59516.0,56200.0,62600.0,69728887.82,67280747.0,72228404.0
offline,2048,2,0.8,edf+wf,0,1.0,67462402.92,64969557.0,69721224.0,3035098.4,2394620.0,3732265.0,49212.0,45800.0,53600.0,70546713.32,68013747.0,72716519.0
offline,2048,2,0.8,lpt+ff,0,1.0,67462402.92,64969557.0,69721224.0,703976.8,458320.0,915620.0,82834.0,78600.0,87000.0,68249213.72,65645267.0,70427504.0
offline,2048,4,0.8,edf+bf,0,1.0,67462402.92,64969557.0,69721224.0,5459492.2,4432580.0,6641220.0,24898.0,22600.0,26200.0,72946793.12,70391458.0,75362860.0
offline,2048,4,0.8,edf+spt,0,1.0,67462402.92,64969557.0,69721224.0,4207931.8,3804685.0,4799525.0,31028.0,29200.0,32800.0,71701362.72,69383757.0,74080314.0
offline,2048,4,0.8,edf+wf,0,1.0,67462402.92,64969557.0,69721224.0,6973087.2,4941050.0,8536975.0,26614.0,24000.0,29600.0,74462104.12,72100574.0,77198854.0
offline,2048,4,0.8,lpt+ff,0,1.0,67462402.92,64969557.0,69721224.0,1913380.6,1274320.0,2500530.0,41474.0,39400.0,43600.0,69417257.52,66987197.0,71644074.0
offline,2048,8,0.8,edf+bf,0,1.0,67462402.92,64969557.0,69721224.0,8085676.0,6738800.0,9741680.0,12500.0,11400.0,13200.0,75560578.92,72825558.0,78462538.0
offline,2048,8,0.8,edf+spt,0,1.0,67462402.92,64969557.0,69721224.0,5907017.2,5168510.0,6665275.0,16052.0,15000.0,17200.0,73385472.12,71027557.0,75691829.0
offline,2048,8,0.8,edf+wf,0,1.0,67462402.92,64969557.0,69721224.0,11142153.6,8427750.0,13373730.0,14392.0,12600.0,15800.0,78618948.52,76207078.0,81541300.0
offline,2048,8,0.8,lpt+ff,0,1.0,67462402.92,64969557.0,69721224.0,3704402.0,2756805.0,4830550.0,20776.0,19800.0,21800.0,71187580.92,68243117.0,73529314.0
offline,2048,16,1.0,edf+bf,0,1.0,84524769.0,81852600.0,86918508.0,12981727.0,11135935.0,15447390.0,7840.0,7400.0,8400.0,97514336.0,94472542.0,101110351.0
offline,2048,16,1.0,edf+spt,0,1.0,84524769.0,81852600.0,86918508.0,9132913.4,8383550.0,10046405.0,10302.0,9600.0,10800.0,93667984.4,90657878.0,96486933.0
offline,2048,16,1.0,edf+wf,0,1.0,84524769.0,81852600.0,86918508.0,17732247.8,12919745.0,21601305.0,9458.0,8400.0,10400.0,102266474.8,96548513.0,107926053.0
offline,2048,16,1.0,lpt+ff,0,1.0,84524769.0,81852600.0,86918508.0,6719090.2,5322700.0,8027655.0,12940.0,12200.0,13600.0,91256799.2,87616473.0,93988015.0
offline,2048,1,1.0,edf+bf,0,1.0,84524769.0,81852600.0,86918508.0,0.0,0.0,0.0,123924.0,117600.0,132200.0,84648693.0,81975400.0,87042108.0
offline,2048,1,1.0,edf+spt,0,1.0,84524769.0,81852600.0,86918508.0,0.0,0.0,0.0,142784.0,137000.0,149000.0,84667553.0,81992800.0,87064108.0
offline,2048,1,1.0,edf+wf,0,1.0,84524769.0,81852600.0,86918508.0,0.0,0.0,0.0,124230.0,115800.0,133000.0,84648999.0,81978200.0,87041908.0
offline,2048,1,1.0,lpt+ff,0,1.0,84524769.0,81852600.0,86918508.0,0.0,0.0,0.0,205372.0,192200.0,217000.0,84730141.0,82055000.0,87131108.0
offline,2048,2,1.0,edf+bf,0,1.0,84524769.0,81852600.0,86918508.0,3389866.3,2832455.0,4005710.0,62022.0,58800.0,66200.0,87976657.3,85268253.0,90418303.0
offline,2048,2,1.0,edf+spt,0,1.0,84524769.0,81852600.0,86918508.0,2754826.2,2389520.0,3015545.0,74396.0,71800.0,77800.0,87353991.2,84477390.0,89889303.0
offline,2048,2,1.0,edf+wf,0,1.0,84524769.0,81852600.0,86918508.0,3769520.5,2825570.0,4893960.0,61228.0,57200.0,65600.0,88355517.5,85034713.0,91073133.0
offline,2048,2,1.0,lpt+ff,0,1.0,84524769.0,81852600.0,86918508.0,788380.1,587435.0,1016175.0,102728.0,96200.0,108600.0,85415877.1,82724580.0,87789823.0
offline,2048,4,1.0,edf+bf,0,1.0,84524769.0,81852600.0,86918508.0,6830120.6,5788330.0,7977760.0,31064.0,29400.0,33200.0,91385953.6,88602953.0,93910753.0
offline,2048,4,1.0,edf+spt,0,1.0,84524769.0,81852600.0,86918508.0,5271468.8,4726510.0,5801845.0,38784.0,37000.0,41000.0,89835021.8,87013958.0,92683853.0
offline,2048,4,1.0,edf+wf,0,1.0,84524769.0,81852600.0,86918508.0,8857802.4,6563955.0,10380880.0,33226.0,29600.0,37200.0,93415797.4,88911030.0,96659893.0
offline,2048,4,1.0,lpt+ff,0,1.0,84524769.0,81852600.0,86918508.0,2210829.6,1691415.0,2779075.0,51414.0,48200.0,54400.0,86787012.6,83933573.0,89440509.0
offline,2048,8,1.0,edf+bf,0,1.0,84524769.0,81852600.0,86918508.0,10037667.0,8480110.0,11727110.0,15586.0,14800.0,16600.0,94578022.0,91648829.0,97774413.0
offline,2048,8,1.0,edf+spt,0,1.0,84524769.0,81852600.0,86918508.0,7377677.0,6756310.0,8150310.0,20080.0,18800.0,21200.0,91922526.0,89196110.0,94607013.0
offline,2048,8,1.0,edf+wf,0,1.0,84524769.0,81852600.0,86918508.0,13734289.8,10829170.0,16141415.0,17944.0,15600.0,19600.0,98277002.8,92992113.0,101905632.0
offline,2048,8,1.0,lpt+ff,0,1.0,84524769.0,81852600.0,86918508.0,4419847.0,3285165.0,5710215.0,25760.0,24200.0,27200.0,88970376.0,85731393.0,91937693.0
offline,2048,16,1.2,edf+bf,0,1.0,101374975.71,99005100.0,104861691.0,15552292.75,13365570.0,19391985.0,9430.0,8800.0,10000.0,116936698.46,113520834.0,122384067.0
offline,2048,16,1.2,edf+spt,0,1.0,101374975.71,99005100.0,104861691.0,10888254.35,9822260.0,11858265.0,12364.0,11800.0,13200.0,112275594.06,109345745.0,115875301.0
